"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","875","test_get_started_link","tests","Wed Jun 18 15:04:23 UTC 2025","passed","Wed Jun 18 15:04:24 UTC 2025","","test_start_page","",""
