"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","606","test_get_started_link","tests","Wed Jun 18 22:54:40 UTC 2025","passed","Wed Jun 18 22:54:41 UTC 2025","","test_start_page","",""
